,bathrooms,bedrooms,beds,price,cleaning_fee,availability_365,number_of_reviews,latitude,longitude,minimum_nights,maximum_nights,property_type_Apartment,property_type_Aprtament,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Villa,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,neighbourhood_cleansed_Allston,neighbourhood_cleansed_Back Bay,neighbourhood_cleansed_Bay Village,neighbourhood_cleansed_Beacon Hill,neighbourhood_cleansed_Brighton,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Chinatown,neighbourhood_cleansed_Dorchester,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_East Boston,neighbourhood_cleansed_Fenway,neighbourhood_cleansed_Hyde Park,neighbourhood_cleansed_Jamaica Plain,neighbourhood_cleansed_Leather District,neighbourhood_cleansed_Longwood Medical Area,neighbourhood_cleansed_Mattapan,neighbourhood_cleansed_Mission Hill,neighbourhood_cleansed_North End,neighbourhood_cleansed_Roslindale,neighbourhood_cleansed_Roxbury,neighbourhood_cleansed_South Boston,neighbourhood_cleansed_South Boston Waterfront,neighbourhood_cleansed_South End,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Roxbury,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,labels
768,1.0,2.0,2.0,185.0,25.0,0,2,42.36515136322868,-71.05571069569143,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
769,1.5,1.0,1.0,35.0,6.0,95,2,42.31626447242212,-71.09222251913793,30,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
770,1.0,1.0,1.0,139.0,,248,2,42.324579347145445,-71.08963859331017,5,1125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
771,1.0,1.0,1.0,145.0,8.0,364,2,42.33021363479792,-71.09232419608031,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
772,1.0,1.0,1.0,79.0,25.0,0,2,42.325543164544975,-71.0975705683488,1,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
773,1.0,3.0,3.0,209.0,95.0,5,2,42.335292619607465,-71.08686083420011,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
774,2.0,1.0,1.0,99.0,,289,79,42.32999835653803,-71.09480356376261,1,180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
775,2.5,1.0,1.0,90.0,25.0,242,2,42.32725296292973,-71.07558887205052,4,180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
776,1.0,1.0,2.0,79.0,49.0,86,31,42.32753474893862,-71.08295350482562,2,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
777,1.0,1.0,1.0,22.0,25.0,324,3,42.325871996042544,-71.07755315524273,1,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
778,1.5,1.0,1.0,41.0,25.0,328,6,42.325997054557135,-71.07877370147436,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
779,1.0,1.0,2.0,100.0,,365,0,42.32172827344671,-71.07460812493156,2,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
780,1.0,1.0,1.0,145.0,40.0,344,36,42.32980850423623,-71.09559469348262,3,730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
781,1.0,1.0,1.0,132.0,,19,60,42.3363154341175,-71.08437459693069,3,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
782,1.0,1.0,2.0,65.0,10.0,314,173,42.32656999382864,-71.08279766298716,1,365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
783,1.0,1.0,2.0,167.0,100.0,338,27,42.34000151774785,-71.08129895423689,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
784,1.5,1.0,1.0,75.0,100.0,105,1,42.33329530225683,-71.07815404379751,30,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
785,2.0,1.0,1.0,80.0,20.0,0,31,42.32685151777795,-71.09354561759916,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
786,1.0,2.0,3.0,265.0,125.0,313,52,42.3377838298766,-71.07967634450445,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
787,1.0,1.0,2.0,150.0,100.0,349,55,42.33823990254319,-71.08171734317412,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
788,1.0,1.0,1.0,59.0,5.0,248,8,42.32561121993109,-71.08131715784819,1,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
789,1.0,1.0,1.0,165.0,40.0,338,14,42.32819243642796,-71.09404877118986,3,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
790,1.0,1.0,2.0,100.0,,364,0,42.32106313800365,-71.07531901432675,2,1125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
791,1.0,1.0,1.0,195.0,70.0,325,23,42.32852347771993,-71.09539243911993,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
792,1.0,2.0,2.0,275.0,125.0,336,49,42.33903880877507,-71.08104419980938,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
793,1.0,1.0,1.0,1400.0,,0,0,42.33862580103696,-71.08331520044518,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
794,1.0,2.0,2.0,225.0,,28,1,42.330322673596335,-71.08009631965359,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
795,1.0,0.0,1.0,109.0,,138,21,42.32807881142553,-71.09619934319932,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
796,1.0,1.0,1.0,85.0,,249,25,42.32642042056992,-71.09013270547341,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
797,1.0,1.0,1.0,75.0,,251,23,42.32496967064587,-71.0894888766103,4,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
798,1.0,1.0,1.0,75.0,25.0,361,0,42.326786716280985,-71.07701299367035,5,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
799,2.0,1.0,1.0,65.0,25.0,217,1,42.31643567095952,-71.09391225257156,7,180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
800,1.0,1.0,1.0,167.0,100.0,328,54,42.33814027315353,-71.08000805615907,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
801,1.0,1.0,2.0,159.0,,329,81,42.32909090221395,-71.0945725037219,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
802,1.0,0.0,1.0,190.0,85.0,353,0,42.34077278724327,-71.0821753661577,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
803,1.0,1.0,1.0,95.0,30.0,280,57,42.33690761745749,-71.0774773031623,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
804,1.0,1.0,1.0,65.0,50.0,328,18,42.335398292513936,-71.08259403248233,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
805,2.0,1.0,2.0,99.0,,352,80,42.32955196801566,-71.09324127038985,1,180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
806,1.0,2.0,2.0,148.0,75.0,0,0,42.33909993661646,-71.0805557382492,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
807,1.0,1.0,1.0,135.0,25.0,30,163,42.329527287817655,-71.09198968675086,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
808,1.0,1.0,2.0,100.0,,267,15,42.3342360114782,-71.07488605131466,1,1125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
809,1.0,1.0,1.0,65.0,50.0,318,9,42.33588187857079,-71.08310262017217,3,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
810,1.0,1.0,2.0,140.0,,0,0,42.33157602252688,-71.09334761212074,1,1125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
811,2.0,3.0,9.0,536.0,125.0,337,1,42.3255276644084,-71.09404138454057,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
812,2.0,1.0,1.0,99.0,,335,87,42.329540610337055,-71.0931283718753,1,180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
813,1.0,1.0,1.0,135.0,40.0,28,32,42.33418300789131,-71.08132919011918,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
814,1.0,1.0,2.0,89.0,9.0,165,42,42.32295992334007,-71.06985374731195,1,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
815,1.0,1.0,1.0,100.0,,364,2,42.31740245059692,-71.07361200426739,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
816,1.0,1.0,1.0,75.0,,250,112,42.325841851882,-71.08926850105509,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
817,0.0,1.0,1.0,90.0,,248,12,42.32464780047053,-71.0886936999829,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
818,1.0,0.0,1.0,94.0,20.0,0,8,42.34022256368288,-71.082980712205,2,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
819,1.0,1.0,1.0,125.0,50.0,294,4,42.33000608786648,-71.09193883686889,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
820,1.0,1.0,1.0,60.0,15.0,364,10,42.32103676511967,-71.07457879320378,1,1125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
821,2.0,1.0,2.0,99.0,10.0,353,81,42.33018209890577,-71.09337406427696,1,180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
822,1.0,0.0,2.0,100.0,15.0,322,46,42.33473045146216,-71.07692750135247,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
823,1.0,1.0,1.0,92.0,,280,1,42.330406171011205,-71.08009648866495,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
824,1.0,1.0,1.0,100.0,30.0,227,55,42.32509557087669,-71.09621956635128,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
825,1.0,1.0,1.0,60.0,15.0,362,14,42.31876982350519,-71.07760194037888,1,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
826,1.0,0.0,2.0,170.0,70.0,329,13,42.33031843619188,-71.09405535499072,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
827,1.0,1.0,1.0,33.0,50.0,340,1,42.31633898628723,-71.07923884196165,30,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
828,1.0,1.0,1.0,75.0,50.0,57,0,42.32535454842778,-71.08133426855407,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
829,1.0,1.0,1.0,52.0,10.0,0,3,42.33891848761287,-71.08396839257223,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
830,1.0,1.0,1.0,78.0,30.0,79,1,42.32634611259963,-71.06907964538719,2,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
831,2.0,3.0,5.0,350.0,200.0,335,9,42.33713488988796,-71.0838133214568,5,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
832,1.0,3.0,4.0,236.0,100.0,358,5,42.32559242640327,-71.09739570510834,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
833,2.0,3.0,3.0,330.0,125.0,309,60,42.33832831242464,-71.08132465959629,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
834,2.0,3.0,3.0,300.0,125.0,295,43,42.33767173003159,-71.08033835068223,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
835,1.0,1.0,1.0,60.0,20.0,0,1,42.325848848014985,-71.09636804257897,1,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
836,1.0,2.0,2.0,150.0,,296,44,42.32333473090794,-71.09584193543922,2,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
837,1.0,1.0,1.0,83.0,,33,54,42.33777109995653,-71.08090100747117,1,1125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
838,1.0,1.0,1.0,65.0,10.0,350,156,42.32610819693376,-71.08181294835626,1,365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
839,1.0,1.0,2.0,55.0,20.0,29,24,42.3139143077062,-71.09274008827923,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
840,1.0,2.0,2.0,120.0,,0,7,42.32446331697158,-71.0860594374872,2,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
841,1.0,2.0,5.0,120.0,100.0,85,0,42.32392154881352,-71.07958213027628,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
842,3.5,3.0,5.0,450.0,200.0,354,7,42.3111149834588,-71.08654090736889,4,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
843,1.0,1.0,1.0,90.0,,364,8,42.3161082725762,-71.07411923664306,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
844,3.5,3.0,4.0,350.0,100.0,9,3,42.324796040496345,-71.09341288903684,2,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
845,1.0,1.0,1.0,45.0,15.0,166,0,42.317683707701576,-71.08876225798197,5,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
846,1.0,2.0,2.0,179.0,20.0,20,34,42.32527568087969,-71.08100201428493,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
847,1.0,1.0,1.0,130.0,,0,2,42.339621398631614,-71.08188076112297,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
848,1.0,1.0,1.0,60.0,20.0,314,88,42.31434403922422,-71.07350159629783,3,365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
849,1.0,0.0,1.0,110.0,30.0,39,82,42.31289019947795,-71.08315548197108,1,365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
850,0.5,1.0,1.0,75.0,,5,1,42.32403900048452,-71.07999508907358,1,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
851,1.5,1.0,3.0,120.0,10.0,349,91,42.32923125205885,-71.07975835758484,2,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
852,1.0,1.0,1.0,60.0,,0,9,42.33351967395839,-71.07427293403502,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
853,2.0,1.0,1.0,55.0,,0,3,42.32770254357949,-71.09341583442527,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
854,1.5,1.0,1.0,49.0,,362,0,42.30956345317556,-71.08709090008675,10,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
855,1.0,1.0,2.0,195.0,70.0,324,47,42.32994060569968,-71.093505106791,3,730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
856,1.0,1.0,1.0,114.0,35.0,213,7,42.32738352205208,-71.09471433492095,2,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
857,1.0,1.0,1.0,75.0,15.0,0,0,42.33979347345117,-71.0822644347498,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
858,1.0,1.0,1.0,150.0,,365,4,42.33975940746173,-71.08193843311169,1,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
859,1.0,2.0,2.0,209.0,95.0,0,0,42.33648629517336,-71.08647876317265,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
