,bathrooms,bedrooms,beds,price,cleaning_fee,availability_365,number_of_reviews,latitude,longitude,minimum_nights,maximum_nights,property_type_Apartment,property_type_Aprtament,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Villa,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,neighbourhood_cleansed_Allston,neighbourhood_cleansed_Back Bay,neighbourhood_cleansed_Bay Village,neighbourhood_cleansed_Beacon Hill,neighbourhood_cleansed_Brighton,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Chinatown,neighbourhood_cleansed_Dorchester,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_East Boston,neighbourhood_cleansed_Fenway,neighbourhood_cleansed_Hyde Park,neighbourhood_cleansed_Jamaica Plain,neighbourhood_cleansed_Leather District,neighbourhood_cleansed_Longwood Medical Area,neighbourhood_cleansed_Mattapan,neighbourhood_cleansed_Mission Hill,neighbourhood_cleansed_North End,neighbourhood_cleansed_Roslindale,neighbourhood_cleansed_Roxbury,neighbourhood_cleansed_South Boston,neighbourhood_cleansed_South Boston Waterfront,neighbourhood_cleansed_South End,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Roxbury,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,labels
2023,1.0,0.0,1.0,133.0,45.0,299,74,42.35187963304116,-71.06418052773833,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2024,1.0,1.0,1.0,120.0,50.0,0,0,42.35197725363815,-71.06272740805203,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,2.0,2.0,2.0,329.0,150.0,364,4,42.35318623004773,-71.0625964807123,30,365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2026,1.0,2.0,2.0,349.0,200.0,364,21,42.352179362768965,-71.06316023638313,3,365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2027,1.0,1.0,2.0,209.0,95.0,116,1,42.35547818306105,-71.05808820238184,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2028,1.5,0.0,1.0,200.0,35.0,0,1,42.36402595184928,-71.05949255382585,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2029,2.0,2.0,2.0,329.0,200.0,364,6,42.35278071524928,-71.06332535885315,5,365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2030,1.0,2.0,2.0,375.0,69.0,339,1,42.35151770894613,-71.06313824382536,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2031,1.5,2.0,2.0,350.0,120.0,0,5,42.35057185007228,-71.06422773039341,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2032,1.0,1.0,2.0,70.0,15.0,365,4,42.3597067478668,-71.05528418371384,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2033,1.0,1.0,1.0,10.0,,0,0,42.36042354087556,-71.06149583885444,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2034,1.0,1.0,1.0,250.0,,175,58,42.35030998335048,-71.06534209046265,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2035,2.0,2.0,2.0,329.0,200.0,309,2,42.36427675343777,-71.0592995488237,4,365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2036,2.0,2.0,2.0,119.0,119.0,363,0,42.36574063671428,-71.05984695855581,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2037,1.0,1.0,1.0,202.0,30.0,364,0,42.35239351739327,-71.06511221070407,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2038,1.0,0.0,2.0,158.0,40.0,323,10,42.350563870332486,-71.06565364219792,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2039,1.0,0.0,1.0,150.0,45.0,305,67,42.3503315029418,-71.06500312079989,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2040,2.0,2.0,2.0,279.0,95.0,76,5,42.3524017689002,-71.06346104645667,3,1125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2041,3.0,3.0,3.0,500.0,160.0,13,6,42.35364833681216,-71.06173783805114,1,600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2042,1.0,1.0,1.0,269.0,150.0,364,0,42.35300316607308,-71.06361936390222,7,365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2043,1.0,1.0,1.0,152.0,35.0,303,76,42.35257068706528,-71.06360430716282,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2044,1.0,2.0,3.0,295.0,100.0,36,43,42.35483189288013,-71.06179050256776,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2045,1.0,1.0,1.0,128.0,35.0,299,52,42.35177641899959,-71.06368056789918,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2046,1.0,0.0,1.0,220.0,60.0,309,8,42.35175907694844,-71.06320945486446,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2047,1.0,3.0,3.0,334.0,120.0,236,135,42.354392975346144,-71.06009357094518,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2048,1.0,2.0,2.0,290.0,60.0,291,30,42.355370575567655,-71.06223046536628,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2049,1.0,1.0,2.0,139.0,95.0,1,14,42.35844290828002,-71.06274136231362,3,1125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2050,1.0,1.0,1.0,220.0,,80,0,42.36451713943761,-71.06356100211109,10,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2051,0.0,0.0,3.0,60.0,57.0,339,0,42.36388346412893,-71.05800765337507,1,1125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2052,1.0,1.0,1.0,239.0,49.0,291,85,42.357306808662585,-71.06178635429775,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2053,1.0,0.0,1.0,150.0,40.0,316,54,42.35122665932927,-71.06408080672718,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2054,1.0,2.0,2.0,290.0,,245,4,42.35113990407879,-71.06316650323784,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2055,2.0,2.0,3.0,153.0,136.0,361,7,42.36436488962655,-71.06348724765368,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2056,1.0,1.0,1.0,250.0,,0,0,42.35864735308525,-71.05438976467491,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2057,1.0,1.0,1.0,295.0,,8,0,42.35949187762301,-71.05250993955843,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2058,1.0,1.0,2.0,204.0,45.0,334,0,42.35889439429778,-71.0615700591196,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2059,1.0,1.0,1.0,345.0,,34,8,42.362039331106686,-71.0498530527899,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2060,2.0,3.0,4.0,181.0,136.0,350,17,42.3620499578613,-71.06340406808059,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2061,1.0,1.0,1.0,190.0,,0,0,42.35544359107686,-71.05798502172163,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2062,1.0,1.0,1.0,150.0,250.0,94,21,42.35840348816456,-71.06185033441072,6,365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2063,1.0,1.0,1.0,100.0,,0,0,42.35858382193583,-71.05269740046626,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2064,1.5,1.0,2.0,80.0,10.0,54,5,42.35077427847086,-71.06409216289238,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2065,1.0,1.0,1.0,139.0,10.0,340,2,42.35078494146691,-71.05601805181777,1,1125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2066,1.0,1.0,1.0,275.0,,307,4,42.35994470638439,-71.06206011966226,5,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2067,1.0,1.0,1.0,135.0,10.0,4,18,42.36534119834248,-71.06101106410635,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2068,1.0,1.0,2.0,250.0,,0,0,42.35806070211856,-71.05266926285083,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2069,1.0,1.0,1.0,250.0,,34,0,42.35931918425464,-71.05319415858384,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2070,2.0,2.0,2.0,199.0,100.0,175,3,42.35211358924659,-71.06347463616112,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2071,1.0,1.0,1.0,300.0,50.0,363,14,42.35108655849663,-71.06527093337121,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2072,1.0,1.0,1.0,249.0,100.0,299,26,42.35839047029281,-71.06209849436034,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2073,2.0,3.0,4.0,167.0,136.0,360,5,42.36249469393948,-71.06271024806108,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2074,1.0,1.0,1.0,400.0,75.0,88,1,42.35771005571988,-71.05672200011956,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2075,1.0,1.0,2.0,400.0,,0,0,42.357935801896,-71.05221256305288,3,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2076,1.0,2.0,3.0,285.0,100.0,119,10,42.35561390723503,-71.06282257669693,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2077,1.0,2.0,2.0,250.0,,0,11,42.36431611458808,-71.06107518741497,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2078,1.0,1.0,1.0,175.0,150.0,82,5,42.35711748262145,-71.06179965761459,7,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2079,1.0,1.0,1.0,110.0,,365,9,42.36681640081029,-71.06458524897171,3,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2080,1.0,1.0,1.0,179.0,95.0,100,12,42.35162293153461,-71.06685883272657,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2081,2.0,2.0,2.0,400.0,120.0,319,34,42.34968123878315,-71.05680924511469,2,1125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2082,1.0,1.0,1.0,289.0,,66,41,42.35448103639743,-71.06130784748179,4,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2083,1.0,1.0,2.0,103.0,,0,12,42.36669453190779,-71.06633635403648,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2084,1.0,0.0,2.0,107.0,50.0,8,78,42.36109379373899,-71.06244079490797,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2085,1.0,1.0,2.0,400.0,,8,1,42.35877952468008,-71.05239624154014,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2086,1.0,1.0,1.0,175.0,20.0,0,0,42.35133653411735,-71.06556203490102,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2087,1.0,2.0,4.0,265.0,60.0,0,38,42.3551004574346,-71.06147150509614,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2088,1.0,0.0,1.0,220.0,60.0,312,12,42.35267903104372,-71.06409034052461,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2089,1.0,1.0,1.0,199.0,125.0,138,9,42.36277278173111,-71.05939337473565,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2090,1.0,0.0,1.0,220.0,40.0,324,81,42.35524342177149,-71.0612055232988,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2091,1.0,0.0,1.0,160.0,225.0,324,6,42.35952515100028,-71.0624898485231,7,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2092,1.0,1.0,2.0,230.0,25.0,36,6,42.358519252653686,-71.06281729945019,5,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2093,1.0,1.0,1.0,209.0,150.0,168,0,42.35102338783037,-71.06379302586521,5,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2094,1.0,2.0,2.0,285.0,100.0,127,37,42.35634575348034,-71.06137947649627,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2095,1.0,1.0,2.0,265.0,60.0,66,101,42.3554242369874,-71.05775942284679,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2096,1.0,1.0,2.0,185.0,50.0,39,14,42.35326565616391,-71.06095515727358,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2097,1.0,1.0,1.0,225.0,,0,2,42.366233081540976,-71.05904009105518,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2098,1.0,1.0,1.0,249.0,150.0,364,0,42.36256483589406,-71.0636978263333,4,365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2099,1.0,1.0,1.0,169.0,100.0,172,0,42.35214194103269,-71.06351949861497,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2100,1.0,1.0,1.0,325.0,30.0,0,0,42.3575810722803,-71.06158526737697,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2101,1.0,1.0,1.0,250.0,,0,0,42.35580917685614,-71.06128850091854,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2102,1.0,0.0,2.0,206.0,35.0,354,15,42.35235688712226,-71.06534161486913,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2103,1.0,1.0,2.0,189.0,95.0,79,4,42.35524819719099,-71.057728990236,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2104,1.0,1.0,1.0,400.0,,0,0,42.3561670844342,-71.06108436778177,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2105,1.5,2.0,2.0,299.0,,0,0,42.36571169298574,-71.06023043086395,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2106,1.0,1.0,1.0,150.0,,77,3,42.35044567906831,-71.06491853318136,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2107,1.0,1.0,2.0,209.0,95.0,2,0,42.350277053667625,-71.06521008189175,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2108,2.0,2.0,2.0,199.0,100.0,179,2,42.35126102439081,-71.0636254169093,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2109,1.0,1.0,1.0,154.0,250.0,248,18,42.35849698264322,-71.06201144020237,30,365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2110,1.0,1.0,2.0,70.0,15.0,360,5,42.35795945476904,-71.05808346476711,1,1125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2111,1.0,2.0,2.0,199.0,,0,0,42.35071565807057,-71.0642900899851,10,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2112,2.0,2.0,3.0,425.0,,349,0,42.35875558694329,-71.05478978236083,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2113,1.0,1.0,1.0,99.0,,353,0,42.350594032018186,-71.06534688915714,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2114,1.0,1.0,1.0,169.0,100.0,175,1,42.35107229312267,-71.06305596090543,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
