,bathrooms,bedrooms,beds,bed_type,price,cleaning_fee,availability_30,availability_90,number_of_reviews,latitude,longitude,property_type,room_type,neighbourhood_cleansed,minimum_nights,maximum_nights
668,1.0,2.0,2.0,Real Bed,310.0,80.0,16,72,22,42.36523984386283,-71.05213404975486,Apartment,Entire home/apt,North End,1,1125
669,1.0,1.0,1.0,Real Bed,160.0,30.0,2,2,25,42.36420990160985,-71.05407737754429,Apartment,Entire home/apt,North End,2,3
670,1.0,1.0,1.0,Real Bed,559.0,25.0,0,0,0,42.36573999613248,-71.05541507194255,Apartment,Entire home/apt,North End,2,7
671,1.0,1.0,2.0,Real Bed,175.0,95.0,19,53,14,42.365783131837766,-71.05337556191989,Apartment,Private room,North End,1,1125
672,1.0,1.0,1.0,Real Bed,159.0,75.0,0,23,135,42.36573321833043,-71.05535836461945,Apartment,Entire home/apt,North End,1,100
673,1.5,2.0,4.0,Real Bed,190.0,166.0,30,60,7,42.36397760074736,-71.04953482591641,Boat,Entire home/apt,North End,2,1125
674,1.0,1.0,2.0,Real Bed,165.0,68.0,4,51,36,42.36430462334565,-71.0561667377658,Apartment,Entire home/apt,North End,1,1125
675,1.0,2.0,3.0,Real Bed,195.0,95.0,3,32,37,42.36684600716925,-71.05118641450538,Apartment,Entire home/apt,North End,1,1125
676,1.0,2.0,2.0,Real Bed,195.0,95.0,5,9,19,42.36566298841409,-71.05130540181472,Apartment,Entire home/apt,North End,1,366
677,1.0,2.0,2.0,Real Bed,300.0,50.0,0,0,9,42.36296395331412,-71.05608132274628,Apartment,Entire home/apt,North End,1,1125
678,1.0,1.0,2.0,Real Bed,135.0,85.0,0,0,15,42.36573203591357,-71.05300052780038,Apartment,Entire home/apt,North End,1,1125
679,1.0,1.0,1.0,Real Bed,125.0,45.0,3,37,281,42.36758116315518,-71.05611277750177,Apartment,Entire home/apt,North End,1,90
680,1.0,1.0,1.0,Real Bed,125.0,45.0,3,26,120,42.36692407605786,-71.05607592477958,Apartment,Entire home/apt,North End,1,999
681,1.0,2.0,3.0,Real Bed,212.0,166.0,28,83,12,42.36235119602448,-71.05150191371274,Boat,Entire home/apt,North End,2,1125
682,1.0,2.0,2.0,Real Bed,200.0,68.0,0,0,0,42.36444820170816,-71.05756044133952,Apartment,Entire home/apt,North End,1,1125
683,1.5,2.0,3.0,Real Bed,425.0,140.0,8,36,7,42.36378841343679,-71.05502675683724,Condominium,Entire home/apt,North End,3,1125
684,1.0,1.0,1.0,Real Bed,180.0,68.0,0,0,3,42.36515136677236,-71.05679220058173,Condominium,Entire home/apt,North End,3,1125
685,1.0,1.0,1.0,Real Bed,165.0,68.0,2,43,111,42.365762758846415,-71.0573561236276,Apartment,Entire home/apt,North End,1,30
686,1.0,1.0,1.0,Real Bed,120.0,50.0,0,0,4,42.36620466307457,-71.05523086105592,Apartment,Entire home/apt,North End,3,7
687,1.0,2.0,2.0,Real Bed,250.0,50.0,2,10,0,42.363365249484055,-71.05482187868908,Apartment,Entire home/apt,North End,2,1125
688,2.0,2.0,2.0,Real Bed,129.0,95.0,2,10,51,42.3632181952717,-71.05144793079053,Apartment,Entire home/apt,North End,1,365
689,1.0,1.0,1.0,Real Bed,80.0,68.0,24,80,0,42.36362341247903,-71.0549696650742,Apartment,Private room,North End,1,1125
690,1.0,2.0,2.0,Real Bed,160.0,75.0,15,67,3,42.36616888440692,-71.05040048545088,Apartment,Entire home/apt,North End,20,365
691,1.0,1.0,1.0,Real Bed,145.0,25.0,0,0,7,42.365468834510295,-71.0519644460137,Apartment,Private room,North End,2,1125
692,1.0,1.0,1.0,Real Bed,131.0,25.0,0,4,5,42.364735243335424,-71.05412820463829,Apartment,Entire home/apt,North End,1,20
693,1.0,1.0,2.0,Real Bed,150.0,80.0,0,37,84,42.36345601590144,-71.05720716569732,Condominium,Entire home/apt,North End,1,1125
694,2.0,2.0,2.0,Real Bed,250.0,68.0,6,12,37,42.36366047776044,-71.05023194381583,Boat,Entire home/apt,North End,1,30
695,1.0,3.0,4.0,Real Bed,200.0,60.0,7,43,15,42.366313613838365,-71.05797830773936,Apartment,Entire home/apt,North End,1,1125
696,1.0,2.0,2.0,Real Bed,200.0,68.0,0,0,3,42.36188289681091,-71.05296259185997,Apartment,Entire home/apt,North End,2,1125
697,1.0,1.0,1.0,Real Bed,125.0,45.0,3,35,171,42.36570948284029,-71.05560297770906,Apartment,Entire home/apt,North End,1,99999999
698,1.0,1.0,1.0,Real Bed,250.0,68.0,0,0,8,42.36565753825271,-71.0558817276351,Loft,Entire home/apt,North End,2,1125
699,1.0,1.0,1.0,Real Bed,250.0,85.0,0,0,10,42.36182817877077,-71.05248303684002,Apartment,Entire home/apt,North End,2,1125
700,1.0,1.0,4.0,Real Bed,109.0,85.0,4,35,43,42.365096611553554,-71.0536460038337,Apartment,Entire home/apt,North End,1,365
701,1.0,2.0,2.0,Real Bed,180.0,80.0,14,74,42,42.36381372618179,-71.05159627177609,Apartment,Entire home/apt,North End,4,33
702,1.0,2.0,3.0,Real Bed,245.0,65.0,14,71,0,42.36677260940947,-71.05759193084558,Apartment,Entire home/apt,North End,1,1125
703,1.0,1.0,1.0,Real Bed,249.0,68.0,6,57,31,42.36595643952457,-71.052682097302,Apartment,Entire home/apt,North End,4,1125
704,1.0,1.0,1.0,Real Bed,135.0,45.0,1,40,236,42.36796047199003,-71.05572927482358,Apartment,Entire home/apt,North End,1,1000
705,1.0,1.0,4.0,Real Bed,300.0,85.0,0,0,6,42.363032256816815,-71.05088801303482,Apartment,Entire home/apt,North End,3,6
706,1.0,1.0,1.0,Real Bed,103.0,68.0,0,0,2,42.361531670448926,-71.0537301513333,Apartment,Private room,North End,2,1125
707,1.0,1.0,1.0,Real Bed,120.0,25.0,3,35,27,42.365913249764176,-71.0543166266631,Apartment,Private room,North End,2,1125
708,1.0,1.0,2.0,Real Bed,250.0,100.0,10,18,1,42.36342826533969,-71.05527287496304,Apartment,Entire home/apt,North End,4,1125
709,1.0,1.0,1.0,Real Bed,69.0,60.0,16,64,160,42.36539015346572,-71.05438197261003,House,Private room,North End,3,1825
710,1.0,1.0,2.0,Real Bed,125.0,50.0,3,11,190,42.36853097239647,-71.05362604937962,Apartment,Entire home/apt,North End,2,30
711,1.0,1.0,1.0,Real Bed,225.0,95.0,0,34,0,42.36508624429828,-71.0581572181063,Apartment,Entire home/apt,North End,2,5
712,1.0,1.0,1.0,Real Bed,240.0,40.0,0,0,1,42.36509127285064,-71.05552534087607,Loft,Entire home/apt,North End,2,1125
713,1.0,1.0,1.0,Real Bed,180.0,68.0,0,0,6,42.36312955912913,-71.05315937078814,Apartment,Entire home/apt,North End,1,1125
714,1.0,0.0,1.0,Real Bed,200.0,20.0,14,74,0,42.36641028090565,-71.05534201668304,Apartment,Entire home/apt,North End,2,1125
715,1.0,1.0,1.0,Pull-out Sofa,60.0,68.0,9,10,3,42.36785466743227,-71.05556521586199,Apartment,Shared room,North End,1,1125
716,1.5,2.0,2.0,Real Bed,200.0,50.0,0,0,6,42.36638427527296,-71.05704197004533,Apartment,Entire home/apt,North End,1,1125
717,1.0,2.0,2.0,Real Bed,315.0,80.0,7,67,0,42.36610196976704,-71.05192080847964,Apartment,Entire home/apt,North End,1,33
718,1.0,2.0,2.0,Real Bed,380.0,80.0,19,66,75,42.36614827335293,-71.05257865342544,Apartment,Entire home/apt,North End,2,1125
719,1.0,2.0,2.0,Real Bed,220.0,75.0,4,42,72,42.3675854905296,-71.05630475149884,Apartment,Entire home/apt,North End,2,1125
720,2.0,2.0,3.0,Real Bed,180.0,80.0,11,25,5,42.36572429281523,-71.05838780711574,Apartment,Entire home/apt,North End,3,30
721,1.0,1.0,1.0,Real Bed,140.0,50.0,0,0,8,42.36652442067575,-71.05213169295045,Apartment,Entire home/apt,North End,1,1125
722,1.0,1.0,1.0,Real Bed,180.0,50.0,0,0,0,42.36608243548662,-71.05278059734233,Apartment,Entire home/apt,North End,6,1125
723,1.0,1.0,1.0,Real Bed,200.0,50.0,1,33,80,42.3673587674753,-71.05565367554546,Apartment,Entire home/apt,North End,1,1125
724,1.0,2.0,3.0,Real Bed,239.0,166.0,30,90,19,42.36354716049731,-71.05122799559615,House,Entire home/apt,North End,2,1125
725,1.5,2.0,3.0,Real Bed,425.0,25.0,5,12,0,42.36724256006016,-71.05833408669888,Condominium,Entire home/apt,North End,3,1125
726,1.0,1.0,1.0,Real Bed,199.0,80.0,10,50,67,42.36503183045132,-71.05098528076829,Apartment,Entire home/apt,North End,3,45
727,2.0,2.0,3.0,Real Bed,600.0,75.0,0,0,8,42.36264153674244,-71.05407780952204,Apartment,Entire home/apt,North End,2,1125
728,1.0,1.0,1.0,Real Bed,175.0,68.0,0,1,11,42.36809389768917,-71.0567159807761,Apartment,Entire home/apt,North End,3,7
729,1.0,3.0,3.0,Real Bed,175.0,68.0,0,0,3,42.36542862591981,-71.05218804570609,Apartment,Entire home/apt,North End,2,1125
730,1.0,0.0,1.0,Real Bed,250.0,68.0,0,0,0,42.36388432196619,-71.0576493657875,Apartment,Entire home/apt,North End,1,1125
731,1.0,2.0,4.0,Real Bed,225.0,140.0,2,39,11,42.36467280126704,-71.05575617983635,Condominium,Entire home/apt,North End,3,1125
732,1.0,2.0,2.0,Real Bed,325.0,100.0,14,69,48,42.368580987916985,-71.05358771207213,Apartment,Entire home/apt,North End,2,60
733,1.0,1.0,1.0,Real Bed,175.0,95.0,5,47,73,42.36429253019143,-71.05452105334297,Apartment,Entire home/apt,North End,4,1125
734,1.0,1.0,1.0,Real Bed,179.0,68.0,0,0,24,42.36564449319875,-71.0553714303057,Apartment,Entire home/apt,North End,2,1125
735,1.0,1.0,1.0,Real Bed,99.0,85.0,7,37,49,42.36484711642732,-71.05233441465951,Apartment,Entire home/apt,North End,1,1125
736,1.0,0.0,2.0,Real Bed,165.0,25.0,1,28,22,42.36686168330336,-71.05786187744198,Apartment,Entire home/apt,North End,3,1125
737,2.0,1.0,2.0,Real Bed,290.0,40.0,0,8,15,42.36539333738614,-71.05534796706897,Apartment,Private room,North End,1,1125
738,1.0,1.0,1.0,Real Bed,130.0,68.0,0,0,0,42.36394709889923,-71.05121358833368,Apartment,Private room,North End,1,1125
739,1.0,2.0,4.0,Real Bed,179.0,95.0,12,46,68,42.36665816267125,-71.05192849676709,Apartment,Entire home/apt,North End,1,1125
740,1.0,1.0,1.0,Real Bed,95.0,68.0,0,0,32,42.36624242072848,-71.05262024189507,Apartment,Private room,North End,1,1125
741,1.0,1.0,2.0,Real Bed,152.0,125.0,4,50,19,42.36541467862179,-71.0561095778318,Apartment,Entire home/apt,North End,3,1125
742,1.0,1.0,2.0,Real Bed,200.0,50.0,0,0,4,42.362628729779146,-71.05373334539482,Apartment,Entire home/apt,North End,3,1125
743,1.0,1.0,1.0,Real Bed,130.0,68.0,0,0,1,42.36570747594944,-71.05770806053516,Apartment,Private room,North End,3,20
744,1.5,1.0,4.0,Real Bed,175.0,50.0,6,45,36,42.365375304014826,-71.05716528513047,Townhouse,Private room,North End,1,30
745,1.0,2.0,3.0,Real Bed,139.0,95.0,4,41,47,42.36381157911924,-71.05342285282114,Apartment,Entire home/apt,North End,1,365
746,2.0,2.0,2.0,Real Bed,255.0,85.0,8,42,64,42.36516568906178,-71.0569439247423,Apartment,Entire home/apt,North End,1,1125
747,2.0,2.0,2.0,Real Bed,345.0,85.0,11,67,0,42.36390464107974,-71.05755214010996,Apartment,Entire home/apt,North End,1,33
748,2.0,1.0,1.0,Real Bed,50.0,15.0,0,0,0,42.366522949827456,-71.05679191922822,Apartment,Private room,North End,2,1125
749,1.0,2.0,3.0,Real Bed,119.0,90.0,5,36,45,42.36388747644132,-71.05199168639474,Apartment,Entire home/apt,North End,1,365
750,1.0,1.0,1.0,Real Bed,135.0,30.0,0,0,6,42.36400448328387,-71.05372206866588,Apartment,Entire home/apt,North End,2,1125
751,1.0,2.0,2.0,Real Bed,200.0,50.0,17,74,7,42.36495522535647,-71.05719316143391,Apartment,Entire home/apt,North End,1,1125
752,1.0,1.0,1.0,Real Bed,275.0,100.0,13,69,18,42.36508294109098,-71.0556096058036,Apartment,Entire home/apt,North End,2,1125
753,1.0,2.0,3.0,Real Bed,139.0,90.0,2,45,27,42.36395428910655,-71.05158689704922,Apartment,Entire home/apt,North End,1,365
754,1.0,2.0,4.0,Real Bed,199.0,68.0,3,19,19,42.36518961163914,-71.05536089324785,Apartment,Entire home/apt,North End,5,365
755,1.0,1.0,1.0,Real Bed,99.0,75.0,0,46,73,42.36482414891366,-71.05370724459698,Apartment,Entire home/apt,North End,1,365
756,1.0,1.0,1.0,Real Bed,135.0,25.0,0,0,41,42.36632685323933,-71.0543437678072,Apartment,Entire home/apt,North End,2,25
757,1.0,1.0,1.0,Futon,72.0,10.0,5,22,17,42.36484713586584,-71.05300913753506,Apartment,Shared room,North End,1,5
758,1.0,2.0,1.0,Real Bed,45.0,68.0,0,0,0,42.36253938074189,-71.05372693052655,Apartment,Entire home/apt,North End,1,1125
759,1.0,2.0,3.0,Real Bed,200.0,50.0,5,39,20,42.36666890930496,-71.05642985300993,Apartment,Entire home/apt,North End,2,1125
760,1.0,1.0,1.0,Real Bed,175.0,68.0,0,0,3,42.36555488748691,-71.05452259028151,Condominium,Entire home/apt,North End,2,1125
761,1.0,1.0,1.0,Real Bed,175.0,68.0,0,0,1,42.36440844658047,-71.05784259444194,Apartment,Private room,North End,1,1125
762,1.0,1.0,1.0,Real Bed,200.0,75.0,4,39,9,42.36617915685983,-71.0543313618705,Apartment,Entire home/apt,North End,2,90
763,1.0,1.0,1.0,Real Bed,195.0,80.0,7,47,30,42.36381524933132,-71.05277960301132,Apartment,Entire home/apt,North End,2,45
764,1.0,1.0,2.0,Real Bed,235.0,75.0,6,37,1,42.36258545920356,-71.05565490462764,Apartment,Entire home/apt,North End,3,1125
765,1.0,1.0,2.0,Real Bed,195.0,35.0,5,52,2,42.36401224969372,-71.0568106808558,Apartment,Entire home/apt,North End,1,365
766,1.0,1.0,1.0,Real Bed,150.0,35.0,0,0,4,42.36425947440748,-71.05590350849738,Loft,Entire home/apt,North End,3,15
767,1.0,1.0,2.0,Real Bed,235.0,68.0,0,0,1,42.363615034186346,-71.05375512091334,Apartment,Entire home/apt,North End,4,1125
768,1.0,2.0,2.0,Real Bed,185.0,25.0,0,0,2,42.36515136322868,-71.05571069569143,Apartment,Entire home/apt,North End,2,1125
769,1.5,1.0,1.0,Real Bed,35.0,6.0,4,5,2,42.31626447242212,-71.09222251913793,Apartment,Private room,Roxbury,30,180
770,1.0,1.0,1.0,Real Bed,139.0,68.0,0,0,2,42.324579347145445,-71.08963859331017,Condominium,Entire home/apt,Roxbury,5,1125
771,1.0,1.0,1.0,Real Bed,145.0,8.0,29,89,2,42.33021363479792,-71.09232419608031,Apartment,Entire home/apt,Roxbury,1,1125
772,1.0,1.0,1.0,Real Bed,79.0,25.0,0,0,2,42.325543164544975,-71.0975705683488,House,Private room,Roxbury,1,1125
773,1.0,3.0,3.0,Real Bed,209.0,95.0,5,5,2,42.335292619607465,-71.08686083420011,Apartment,Entire home/apt,Roxbury,3,1125
774,2.0,1.0,1.0,Real Bed,99.0,68.0,5,56,79,42.32999835653803,-71.09480356376261,House,Private room,Roxbury,1,180
775,2.5,1.0,1.0,Real Bed,90.0,25.0,13,47,2,42.32725296292973,-71.07558887205052,House,Private room,Roxbury,4,180
776,1.0,1.0,2.0,Real Bed,79.0,49.0,26,86,31,42.32753474893862,-71.08295350482562,House,Private room,Roxbury,2,20
777,1.0,1.0,1.0,Couch,22.0,25.0,9,49,3,42.325871996042544,-71.07755315524273,House,Shared room,Roxbury,1,1125
778,1.5,1.0,1.0,Futon,41.0,25.0,10,53,6,42.325997054557135,-71.07877370147436,Apartment,Shared room,Roxbury,1,1125
779,1.0,1.0,2.0,Real Bed,100.0,68.0,30,90,0,42.32172827344671,-71.07460812493156,House,Shared room,Roxbury,2,1125
780,1.0,1.0,1.0,Real Bed,145.0,40.0,14,69,36,42.32980850423623,-71.09559469348262,House,Private room,Roxbury,3,730
781,1.0,1.0,1.0,Real Bed,132.0,68.0,2,19,60,42.3363154341175,-71.08437459693069,Apartment,Private room,Roxbury,3,31
782,1.0,1.0,2.0,Real Bed,65.0,10.0,6,44,173,42.32656999382864,-71.08279766298716,Bed & Breakfast,Private room,Roxbury,1,365
783,1.0,1.0,2.0,Real Bed,167.0,100.0,13,63,27,42.34000151774785,-71.08129895423689,Apartment,Entire home/apt,Roxbury,2,1125
784,1.5,1.0,1.0,Real Bed,75.0,100.0,18,78,1,42.33329530225683,-71.07815404379751,Condominium,Private room,Roxbury,30,120
785,2.0,1.0,1.0,Real Bed,80.0,20.0,0,0,31,42.32685151777795,-71.09354561759916,Apartment,Private room,Roxbury,1,1125
786,1.0,2.0,3.0,Real Bed,265.0,125.0,2,45,52,42.3377838298766,-71.07967634450445,Apartment,Entire home/apt,Roxbury,2,1125
787,1.0,1.0,2.0,Real Bed,150.0,100.0,17,74,55,42.33823990254319,-71.08171734317412,Apartment,Entire home/apt,Roxbury,2,1125
788,1.0,1.0,1.0,Real Bed,59.0,5.0,0,0,8,42.32561121993109,-71.08131715784819,House,Private room,Roxbury,1,1125
789,1.0,1.0,1.0,Real Bed,165.0,40.0,9,63,14,42.32819243642796,-71.09404877118986,House,Private room,Roxbury,3,1125
790,1.0,1.0,2.0,Real Bed,100.0,68.0,29,89,0,42.32106313800365,-71.07531901432675,Entire Floor,Private room,Roxbury,2,1125
791,1.0,1.0,1.0,Real Bed,195.0,70.0,8,50,23,42.32852347771993,-71.09539243911993,Apartment,Entire home/apt,Roxbury,3,1125
792,1.0,2.0,2.0,Real Bed,275.0,125.0,8,61,49,42.33903880877507,-71.08104419980938,Apartment,Entire home/apt,Roxbury,2,1125
793,1.0,1.0,1.0,Real Bed,1400.0,68.0,0,0,0,42.33862580103696,-71.08331520044518,Apartment,Private room,Roxbury,1,1125
794,1.0,2.0,2.0,Real Bed,225.0,68.0,0,7,1,42.330322673596335,-71.08009631965359,Apartment,Entire home/apt,Roxbury,1,1125
795,1.0,0.0,1.0,Pull-out Sofa,109.0,68.0,5,48,21,42.32807881142553,-71.09619934319932,Apartment,Entire home/apt,Roxbury,2,1125
796,1.0,1.0,1.0,Real Bed,85.0,68.0,0,0,25,42.32642042056992,-71.09013270547341,Apartment,Private room,Roxbury,3,1125
797,1.0,1.0,1.0,Real Bed,75.0,68.0,0,0,23,42.32496967064587,-71.0894888766103,Apartment,Private room,Roxbury,4,1125
798,1.0,1.0,1.0,Real Bed,75.0,25.0,26,86,0,42.326786716280985,-71.07701299367035,House,Private room,Roxbury,5,1125
799,2.0,1.0,1.0,Futon,65.0,25.0,4,64,1,42.31643567095952,-71.09391225257156,House,Private room,Roxbury,7,180
800,1.0,1.0,1.0,Real Bed,167.0,100.0,17,53,54,42.33814027315353,-71.08000805615907,Apartment,Entire home/apt,Roxbury,2,1125
801,1.0,1.0,2.0,Real Bed,159.0,68.0,6,54,81,42.32909090221395,-71.0945725037219,Apartment,Entire home/apt,Roxbury,2,1125
802,1.0,0.0,1.0,Real Bed,190.0,85.0,18,78,0,42.34077278724327,-71.0821753661577,Apartment,Entire home/apt,Roxbury,2,1125
803,1.0,1.0,1.0,Real Bed,95.0,30.0,2,22,57,42.33690761745749,-71.0774773031623,Apartment,Private room,Roxbury,1,1125
804,1.0,1.0,1.0,Real Bed,65.0,50.0,4,53,18,42.335398292513936,-71.08259403248233,Apartment,Private room,Roxbury,1,1125
805,2.0,1.0,2.0,Real Bed,99.0,68.0,22,82,80,42.32955196801566,-71.09324127038985,House,Private room,Roxbury,1,180
806,1.0,2.0,2.0,Real Bed,148.0,75.0,0,0,0,42.33909993661646,-71.0805557382492,Apartment,Entire home/apt,Roxbury,2,1125
807,1.0,1.0,1.0,Real Bed,135.0,25.0,2,30,163,42.329527287817655,-71.09198968675086,Apartment,Entire home/apt,Roxbury,2,1125
808,1.0,1.0,2.0,Real Bed,100.0,68.0,0,0,15,42.3342360114782,-71.07488605131466,Condominium,Entire home/apt,Roxbury,1,1125
809,1.0,1.0,1.0,Real Bed,65.0,50.0,5,43,9,42.33588187857079,-71.08310262017217,Apartment,Private room,Roxbury,3,180
810,1.0,1.0,2.0,Real Bed,140.0,68.0,0,0,0,42.33157602252688,-71.09334761212074,Condominium,Entire home/apt,Roxbury,1,1125
811,2.0,3.0,9.0,Real Bed,536.0,125.0,13,62,1,42.3255276644084,-71.09404138454057,Apartment,Entire home/apt,Roxbury,1,1125
812,2.0,1.0,1.0,Real Bed,99.0,68.0,12,65,87,42.329540610337055,-71.0931283718753,House,Private room,Roxbury,1,180
813,1.0,1.0,1.0,Real Bed,135.0,40.0,1,28,32,42.33418300789131,-71.08132919011918,Apartment,Entire home/apt,Roxbury,1,6
814,1.0,1.0,2.0,Real Bed,89.0,9.0,17,75,42,42.32295992334007,-71.06985374731195,House,Private room,Roxbury,1,1125
815,1.0,1.0,1.0,Real Bed,100.0,68.0,29,89,2,42.31740245059692,-71.07361200426739,Apartment,Private room,Roxbury,1,1125
816,1.0,1.0,1.0,Real Bed,75.0,68.0,0,0,112,42.325841851882,-71.08926850105509,Apartment,Private room,Roxbury,2,1125
817,0.0,1.0,1.0,Real Bed,90.0,68.0,0,0,12,42.32464780047053,-71.0886936999829,Apartment,Private room,Roxbury,2,1125
818,1.0,0.0,1.0,Real Bed,94.0,20.0,0,0,8,42.34022256368288,-71.082980712205,Apartment,Entire home/apt,Roxbury,2,61
819,1.0,1.0,1.0,Real Bed,125.0,50.0,4,28,4,42.33000608786648,-71.09193883686889,Apartment,Entire home/apt,Roxbury,2,1125
820,1.0,1.0,1.0,Real Bed,60.0,15.0,29,89,10,42.32103676511967,-71.07457879320378,Bed & Breakfast,Private room,Roxbury,1,1125
821,2.0,1.0,2.0,Real Bed,99.0,10.0,23,83,81,42.33018209890577,-71.09337406427696,House,Private room,Roxbury,1,180
822,1.0,0.0,2.0,Futon,100.0,15.0,3,50,46,42.33473045146216,-71.07692750135247,Apartment,Entire home/apt,Roxbury,1,13
823,1.0,1.0,1.0,Real Bed,92.0,68.0,1,28,1,42.330406171011205,-71.08009648866495,Apartment,Private room,Roxbury,1,1125
824,1.0,1.0,1.0,Real Bed,100.0,30.0,2,11,55,42.32509557087669,-71.09621956635128,Apartment,Entire home/apt,Roxbury,2,1125
825,1.0,1.0,1.0,Real Bed,60.0,15.0,27,87,14,42.31876982350519,-71.07760194037888,House,Private room,Roxbury,1,1125
826,1.0,0.0,2.0,Real Bed,170.0,70.0,8,54,13,42.33031843619188,-71.09405535499072,Apartment,Entire home/apt,Roxbury,3,1125
827,1.0,1.0,1.0,Real Bed,33.0,50.0,5,65,1,42.31633898628723,-71.07923884196165,Apartment,Private room,Roxbury,30,1125
828,1.0,1.0,1.0,Real Bed,75.0,50.0,2,2,0,42.32535454842778,-71.08133426855407,Apartment,Private room,Roxbury,2,1125
829,1.0,1.0,1.0,Real Bed,52.0,10.0,0,0,3,42.33891848761287,-71.08396839257223,Apartment,Private room,Roxbury,1,1125
830,1.0,1.0,1.0,Real Bed,78.0,30.0,0,52,1,42.32634611259963,-71.06907964538719,House,Private room,Roxbury,2,1125
831,2.0,3.0,5.0,Real Bed,350.0,200.0,17,60,9,42.33713488988796,-71.0838133214568,Apartment,Entire home/apt,Roxbury,5,1125
832,1.0,3.0,4.0,Real Bed,236.0,100.0,23,83,5,42.32559242640327,-71.09739570510834,Apartment,Entire home/apt,Roxbury,1,1125
833,2.0,3.0,3.0,Real Bed,330.0,125.0,4,35,60,42.33832831242464,-71.08132465959629,Apartment,Entire home/apt,Roxbury,2,1125
834,2.0,3.0,3.0,Real Bed,300.0,125.0,5,29,43,42.33767173003159,-71.08033835068223,Apartment,Entire home/apt,Roxbury,2,1125
835,1.0,1.0,1.0,Real Bed,60.0,20.0,0,0,1,42.325848848014985,-71.09636804257897,House,Private room,Roxbury,1,1125
836,1.0,2.0,2.0,Real Bed,150.0,68.0,5,32,44,42.32333473090794,-71.09584193543922,House,Entire home/apt,Roxbury,2,30
837,1.0,1.0,1.0,Real Bed,83.0,68.0,0,2,54,42.33777109995653,-71.08090100747117,Townhouse,Private room,Roxbury,1,1125
838,1.0,1.0,1.0,Real Bed,65.0,10.0,19,75,156,42.32610819693376,-71.08181294835626,Bed & Breakfast,Private room,Roxbury,1,365
839,1.0,1.0,2.0,Real Bed,55.0,20.0,0,29,24,42.3139143077062,-71.09274008827923,Apartment,Private room,Roxbury,3,1125
840,1.0,2.0,2.0,Real Bed,120.0,68.0,0,0,7,42.32446331697158,-71.0860594374872,House,Entire home/apt,Roxbury,2,1125
841,1.0,2.0,5.0,Real Bed,120.0,100.0,2,2,0,42.32392154881352,-71.07958213027628,Apartment,Entire home/apt,Roxbury,1,1125
842,3.5,3.0,5.0,Real Bed,450.0,200.0,26,79,7,42.3111149834588,-71.08654090736889,House,Entire home/apt,Roxbury,4,1125
843,1.0,1.0,1.0,Real Bed,90.0,68.0,29,89,8,42.3161082725762,-71.07411923664306,Apartment,Private room,Roxbury,1,1125
844,3.5,3.0,4.0,Real Bed,350.0,100.0,0,0,3,42.324796040496345,-71.09341288903684,House,Entire home/apt,Roxbury,2,1125
845,1.0,1.0,1.0,Real Bed,45.0,15.0,20,80,0,42.317683707701576,-71.08876225798197,Apartment,Private room,Roxbury,5,25
846,1.0,2.0,2.0,Real Bed,179.0,20.0,0,0,34,42.32527568087969,-71.08100201428493,Apartment,Entire home/apt,Roxbury,1,1125
847,1.0,1.0,1.0,Real Bed,130.0,68.0,0,0,2,42.339621398631614,-71.08188076112297,Apartment,Private room,Roxbury,1,1125
848,1.0,1.0,1.0,Real Bed,60.0,20.0,15,53,88,42.31434403922422,-71.07350159629783,House,Private room,Roxbury,3,365
849,1.0,0.0,1.0,Real Bed,110.0,30.0,2,39,82,42.31289019947795,-71.08315548197108,House,Entire home/apt,Roxbury,1,365
850,0.5,1.0,1.0,Pull-out Sofa,75.0,68.0,5,5,1,42.32403900048452,-71.07999508907358,House,Private room,Roxbury,1,1125
851,1.5,1.0,3.0,Real Bed,120.0,10.0,14,74,91,42.32923125205885,-71.07975835758484,House,Private room,Roxbury,2,1125
852,1.0,1.0,1.0,Real Bed,60.0,68.0,0,0,9,42.33351967395839,-71.07427293403502,Apartment,Private room,Roxbury,1,1125
853,2.0,1.0,1.0,Futon,55.0,68.0,0,0,3,42.32770254357949,-71.09341583442527,Apartment,Private room,Roxbury,2,1125
854,1.5,1.0,1.0,Real Bed,49.0,68.0,27,87,0,42.30956345317556,-71.08709090008675,House,Private room,Roxbury,10,1125
855,1.0,1.0,2.0,Real Bed,195.0,70.0,3,49,47,42.32994060569968,-71.093505106791,Apartment,Entire home/apt,Roxbury,3,730
856,1.0,1.0,1.0,Real Bed,114.0,35.0,4,34,7,42.32738352205208,-71.09471433492095,Apartment,Entire home/apt,Roxbury,2,90
857,1.0,1.0,1.0,Real Bed,75.0,15.0,0,0,0,42.33979347345117,-71.0822644347498,Apartment,Private room,Roxbury,1,1125
858,1.0,1.0,1.0,Real Bed,150.0,68.0,30,90,4,42.33975940746173,-71.08193843311169,House,Private room,Roxbury,1,1125
859,1.0,2.0,2.0,Real Bed,209.0,95.0,0,0,0,42.33648629517336,-71.08647876317265,Apartment,Entire home/apt,Roxbury,3,1125
860,1.0,1.0,1.0,Real Bed,39.0,50.0,0,9,4,42.31645798291398,-71.07951952826994,Apartment,Private room,Roxbury,30,1125
861,1.0,1.0,1.0,Real Bed,95.0,25.0,6,45,14,42.32953004889109,-71.09275134846088,Apartment,Private room,Roxbury,2,1125
862,2.0,3.0,8.0,Real Bed,450.0,200.0,22,82,4,42.31133579153138,-71.08512821179606,House,Entire home/apt,Roxbury,3,1125
