,bathrooms,bedrooms,beds,bed_type,price,cleaning_fee,availability_30,availability_90,number_of_reviews,latitude,longitude,property_type,room_type,neighbourhood_cleansed,minimum_nights,maximum_nights
1843,1.0,1.0,1.0,Real Bed,270.0,68.0,30,90,2,42.35770803978646,-71.07242019916289,Bed & Breakfast,Private room,Beacon Hill,4,30
1844,1.0,1.0,1.0,Real Bed,150.0,68.0,30,90,0,42.36029552671588,-71.06958375676562,Apartment,Private room,Beacon Hill,1,1125
1845,1.0,0.0,2.0,Real Bed,89.0,40.0,8,58,36,42.35839219543199,-71.06437784180719,Apartment,Entire home/apt,Beacon Hill,1,1125
1846,1.0,0.0,2.0,Real Bed,199.0,30.0,2,28,20,42.35772102284584,-71.06628546479885,House,Entire home/apt,Beacon Hill,1,31
1847,1.0,1.0,1.0,Real Bed,120.0,68.0,10,48,11,42.3576620251356,-71.0706933971195,Apartment,Private room,Beacon Hill,1,1125
1848,1.0,0.0,1.0,Real Bed,133.0,50.0,2,33,20,42.35890339819018,-71.07009064770922,Apartment,Entire home/apt,Beacon Hill,2,1125
1849,1.0,1.0,1.0,Real Bed,275.0,65.0,3,6,3,42.35913965938924,-71.07109732108471,Apartment,Entire home/apt,Beacon Hill,2,5
1850,1.0,0.0,1.0,Real Bed,165.0,68.0,2,20,37,42.3567161004591,-71.07147169563085,Apartment,Entire home/apt,Beacon Hill,5,1125
1851,1.0,1.0,1.0,Real Bed,300.0,68.0,0,0,2,42.35841508488891,-71.06891422209479,Apartment,Entire home/apt,Beacon Hill,5,1125
1852,1.0,1.0,1.0,Real Bed,100.0,30.0,25,59,31,42.3608016479687,-71.06450367804659,Apartment,Private room,Beacon Hill,2,1125
1853,1.0,1.0,1.0,Real Bed,85.0,10.0,0,0,2,42.3604697212397,-71.06954017181788,Apartment,Private room,Beacon Hill,1,1125
1854,1.5,3.0,3.0,Real Bed,769.0,125.0,4,46,7,42.35737821295598,-71.07135090525698,Apartment,Entire home/apt,Beacon Hill,2,1125
1855,1.0,0.0,1.0,Real Bed,155.0,225.0,4,62,2,42.36070876594344,-71.06421829728033,Apartment,Entire home/apt,Beacon Hill,7,1125
1856,1.0,1.0,1.0,Real Bed,85.0,25.0,0,0,13,42.36090969048259,-71.06510423932899,Apartment,Private room,Beacon Hill,3,1125
1857,1.0,0.0,1.0,Real Bed,255.0,50.0,9,57,9,42.359150946545846,-71.06681643718575,Apartment,Entire home/apt,Beacon Hill,1,1125
1858,1.0,1.0,1.0,Real Bed,299.0,68.0,0,0,3,42.3584807548778,-71.06947903170361,Apartment,Entire home/apt,Beacon Hill,2,1125
1859,1.0,1.0,2.0,Real Bed,143.0,68.0,0,0,2,42.35833271063053,-71.0671765703184,Apartment,Entire home/apt,Beacon Hill,1,4
1860,1.5,2.0,3.0,Real Bed,260.0,100.0,0,0,1,42.355697356868326,-71.07316574199247,Condominium,Entire home/apt,Beacon Hill,5,15
1861,2.0,2.0,3.0,Real Bed,267.0,65.0,14,68,8,42.35849848510465,-71.0692548911306,Apartment,Entire home/apt,Beacon Hill,1,1125
1862,1.0,2.0,2.0,Real Bed,299.0,85.0,12,61,84,42.36000710094668,-71.06661125772438,Apartment,Entire home/apt,Beacon Hill,3,1125
1863,1.0,0.0,1.0,Real Bed,155.0,225.0,0,9,7,42.36083639726832,-71.06412894008766,Apartment,Entire home/apt,Beacon Hill,7,1125
1864,1.0,1.0,2.0,Real Bed,250.0,60.0,1,23,30,42.35756837956525,-71.06366054660596,Apartment,Entire home/apt,Beacon Hill,1,1125
1865,1.0,1.0,1.0,Real Bed,169.0,40.0,10,65,0,42.35836713965818,-71.06982921255648,Apartment,Private room,Beacon Hill,1,1125
1866,1.0,1.0,1.0,Real Bed,75.0,68.0,4,35,7,42.35847192699124,-71.06826281362132,Apartment,Private room,Beacon Hill,2,1125
1867,1.0,0.0,1.0,Real Bed,137.0,225.0,1,52,2,42.35958021977073,-71.06396674324603,Apartment,Entire home/apt,Beacon Hill,7,1125
1868,1.0,1.0,1.0,Real Bed,225.0,68.0,0,0,6,42.35840072260606,-71.07021793673707,Apartment,Entire home/apt,Beacon Hill,1,1125
1869,1.0,2.0,2.0,Real Bed,220.0,40.0,2,16,33,42.359748575194594,-71.06617818430853,Apartment,Entire home/apt,Beacon Hill,2,1125
1870,1.0,1.0,1.0,Real Bed,210.0,80.0,7,47,49,42.35802833769424,-71.0719802911568,Condominium,Entire home/apt,Beacon Hill,2,1125
1871,1.0,2.0,2.0,Real Bed,147.0,68.0,0,4,13,42.36078945285849,-71.06710893749593,Apartment,Entire home/apt,Beacon Hill,30,1125
1872,1.0,1.0,1.0,Real Bed,180.0,100.0,0,0,0,42.35685565099392,-71.07025135971973,Apartment,Private room,Beacon Hill,2,1125
1873,1.0,0.0,1.0,Real Bed,209.0,68.0,2,33,18,42.35721790205242,-71.07050227797782,Apartment,Entire home/apt,Beacon Hill,2,1125
1874,1.0,1.0,2.0,Real Bed,199.0,68.0,5,21,20,42.35997894671896,-71.06478599509708,Apartment,Entire home/apt,Beacon Hill,2,1125
1875,1.0,1.0,1.0,Real Bed,103.0,68.0,2,2,9,42.3608574689739,-71.06594360239976,Apartment,Entire home/apt,Beacon Hill,2,1125
1876,1.0,2.0,3.0,Real Bed,200.0,65.0,17,47,10,42.36054560350946,-71.0691162791922,Apartment,Entire home/apt,Beacon Hill,1,1125
1877,1.0,1.0,1.0,Real Bed,113.0,20.0,0,0,17,42.36105123626994,-71.06678529935463,Apartment,Private room,Beacon Hill,1,1125
1878,1.0,1.0,1.0,Real Bed,175.0,50.0,3,31,62,42.358925843884826,-71.06310908854002,Apartment,Entire home/apt,Beacon Hill,4,1125
1879,1.0,1.0,1.0,Real Bed,175.0,68.0,9,30,150,42.35843137129002,-71.06814574822839,Apartment,Entire home/apt,Beacon Hill,3,1125
1880,1.0,1.0,1.0,Real Bed,238.0,79.0,4,41,66,42.357799319458906,-71.06303531486179,Apartment,Entire home/apt,Beacon Hill,2,30
1881,1.0,2.0,1.0,Real Bed,250.0,68.0,0,0,2,42.36057290297437,-71.06548638624518,Apartment,Entire home/apt,Beacon Hill,2,1125
1882,1.0,1.0,1.0,Airbed,100.0,25.0,8,48,1,42.35736754953065,-71.06513533397623,Apartment,Private room,Beacon Hill,1,5
1883,1.0,0.0,1.0,Real Bed,200.0,50.0,2,17,39,42.36033210319927,-71.0679207505733,Apartment,Entire home/apt,Beacon Hill,3,1125
1884,1.0,1.0,1.0,Real Bed,200.0,250.0,0,0,9,42.35898848993431,-71.06324696239577,Condominium,Entire home/apt,Beacon Hill,6,365
1885,1.0,0.0,1.0,Real Bed,184.0,68.0,3,7,1,42.35901991724786,-71.06569714846482,Apartment,Entire home/apt,Beacon Hill,2,28
1886,1.5,2.0,2.0,Real Bed,305.0,100.0,1,22,23,42.36114286613522,-71.06521324184692,Condominium,Entire home/apt,Beacon Hill,3,365
1887,1.0,1.0,1.0,Real Bed,130.0,50.0,0,19,23,42.35789243298354,-71.06962757453424,Apartment,Private room,Beacon Hill,1,1125
1888,1.0,1.0,1.0,Real Bed,149.0,50.0,0,0,35,42.358705583516034,-71.06734735102623,Apartment,Entire home/apt,Beacon Hill,2,1125
1889,1.0,0.0,1.0,Real Bed,200.0,100.0,6,55,28,42.35887150469967,-71.06992198061587,Apartment,Entire home/apt,Beacon Hill,2,1125
1890,2.0,2.0,2.0,Real Bed,600.0,68.0,8,68,2,42.35841014102986,-71.0682283886542,Condominium,Entire home/apt,Beacon Hill,3,1125
1891,1.0,1.0,1.0,Real Bed,200.0,68.0,0,0,0,42.36003477904195,-71.07059547723476,Apartment,Entire home/apt,Beacon Hill,1,1125
1892,1.0,1.0,1.0,Real Bed,199.0,68.0,18,78,32,42.35757078432021,-71.07230206311364,Condominium,Private room,Beacon Hill,1,1125
1893,1.0,2.0,3.0,Real Bed,250.0,65.0,17,48,4,42.3585165018323,-71.07071040050093,Apartment,Entire home/apt,Beacon Hill,1,1125
1894,1.0,1.0,2.0,Real Bed,220.0,50.0,17,71,0,42.35591933730473,-71.0719628550533,Apartment,Entire home/apt,Beacon Hill,1,1125
1895,1.0,2.0,2.0,Real Bed,275.0,100.0,15,75,7,42.35942833501234,-71.06985689209802,Apartment,Entire home/apt,Beacon Hill,3,14
1896,1.0,1.0,2.0,Real Bed,1235.0,65.0,0,4,0,42.35800212077594,-71.06895579575065,Apartment,Entire home/apt,Beacon Hill,2,1125
1897,1.0,2.0,2.0,Real Bed,200.0,65.0,8,47,24,42.35965440735418,-71.07040995203931,Apartment,Entire home/apt,Beacon Hill,1,1125
1898,1.0,1.0,1.0,Real Bed,135.0,68.0,1,8,33,42.36059821740399,-71.0680153062853,Apartment,Private room,Beacon Hill,1,1125
1899,1.0,2.0,2.0,Real Bed,199.0,30.0,0,0,6,42.35811921026056,-71.07072938065218,Apartment,Entire home/apt,Beacon Hill,4,1125
1900,1.0,1.0,1.0,Real Bed,140.0,30.0,0,0,10,42.35830031421295,-71.07186924125841,Apartment,Entire home/apt,Beacon Hill,2,1125
1901,1.0,1.0,2.0,Real Bed,375.0,125.0,6,66,5,42.35679757861307,-71.07309058872016,Apartment,Entire home/apt,Beacon Hill,7,180
1902,1.0,1.0,1.0,Real Bed,104.0,68.0,0,20,0,42.35927534499617,-71.07166437234036,Bed & Breakfast,Private room,Beacon Hill,2,21
1903,3.5,4.0,6.0,Real Bed,650.0,200.0,0,5,8,42.360768988020325,-71.06444906350724,House,Entire home/apt,Beacon Hill,4,1125
1904,1.0,1.0,1.0,Real Bed,395.0,68.0,0,0,0,42.35878511853532,-71.06752595011125,Apartment,Entire home/apt,Beacon Hill,2,1125
1905,1.0,1.0,3.0,Real Bed,200.0,65.0,17,47,5,42.35869537596135,-71.07146293306957,Apartment,Entire home/apt,Beacon Hill,1,1125
1906,1.0,1.0,1.0,Pull-out Sofa,89.0,15.0,4,42,68,42.35850495557442,-71.06405168745427,Apartment,Shared room,Beacon Hill,2,8
1907,1.0,0.0,1.0,Real Bed,157.0,225.0,18,78,2,42.36093112384436,-71.06397602750671,Apartment,Entire home/apt,Beacon Hill,7,1125
1908,1.0,1.0,2.0,Real Bed,185.0,12.0,0,0,0,42.36031305418009,-71.06659066535445,Apartment,Entire home/apt,Beacon Hill,2,1125
1909,1.0,1.0,1.0,Pull-out Sofa,100.0,40.0,19,19,41,42.36020415031003,-71.06839983708964,Apartment,Shared room,Beacon Hill,2,30
1910,1.0,1.0,1.0,Real Bed,200.0,30.0,0,0,18,42.35898071106728,-71.06664824634025,Apartment,Entire home/apt,Beacon Hill,2,1125
1911,1.0,1.0,1.0,Real Bed,330.0,40.0,0,0,3,42.35871892420606,-71.0695885859974,Apartment,Private room,Beacon Hill,1,8
1912,1.0,1.0,2.0,Real Bed,229.0,95.0,4,30,13,42.35957555630735,-71.06706379372844,Apartment,Entire home/apt,Beacon Hill,3,29
1913,1.0,1.0,1.0,Real Bed,130.0,10.0,0,0,1,42.35964127184067,-71.06552063164793,Apartment,Entire home/apt,Beacon Hill,1,1125
1914,1.0,1.0,1.0,Real Bed,200.0,100.0,0,0,2,42.35674747704935,-71.07014338357318,Apartment,Private room,Beacon Hill,3,1125
1915,1.0,1.0,1.0,Real Bed,157.0,68.0,1,30,81,42.35927927735102,-71.06923436744644,Apartment,Entire home/apt,Beacon Hill,2,36
1916,1.0,0.0,1.0,Pull-out Sofa,150.0,25.0,0,9,8,42.352409414178034,-71.06484533300151,Apartment,Entire home/apt,Beacon Hill,1,1
1917,1.0,1.0,1.0,Real Bed,189.0,68.0,3,30,15,42.35744256035078,-71.06903190739797,Apartment,Entire home/apt,Beacon Hill,2,1125
1918,1.0,1.0,1.0,Real Bed,250.0,50.0,0,0,1,42.359108415266704,-71.06622663529957,Apartment,Private room,Beacon Hill,1,1125
1919,2.0,2.0,2.0,Real Bed,375.0,100.0,0,0,5,42.36103656084207,-71.06384931204448,House,Entire home/apt,Beacon Hill,2,30
1920,1.0,2.0,2.0,Real Bed,324.0,95.0,1,50,29,42.3601462021614,-71.06866122534215,Apartment,Entire home/apt,Beacon Hill,3,1125
1921,1.0,0.0,1.0,Real Bed,220.0,85.0,0,0,82,42.35505875044831,-71.07073414612441,Apartment,Entire home/apt,Beacon Hill,1,1125
1922,1.0,0.0,1.0,Real Bed,195.0,68.0,14,74,30,42.35787741073293,-71.06975348587542,Apartment,Entire home/apt,Beacon Hill,4,1125
1923,1.0,1.0,1.0,Real Bed,150.0,68.0,0,0,0,42.35819600748863,-71.0709788190811,Apartment,Entire home/apt,Beacon Hill,1,1125
1924,1.0,0.0,1.0,Real Bed,150.0,225.0,0,44,0,42.35935953022384,-71.06439164979807,Apartment,Entire home/apt,Beacon Hill,7,1125
1925,1.0,1.0,1.0,Real Bed,147.0,37.0,0,5,6,42.35877796569808,-71.07011902031627,Apartment,Entire home/apt,Beacon Hill,2,10
1926,1.0,1.0,1.0,Real Bed,275.0,100.0,20,75,8,42.36093936175189,-71.06379530400591,Apartment,Entire home/apt,Beacon Hill,3,1125
1927,1.0,1.0,1.0,Real Bed,130.0,150.0,0,0,2,42.35924865856049,-71.06555836973573,Condominium,Entire home/apt,Beacon Hill,14,365
1928,1.0,1.0,1.0,Real Bed,197.0,49.0,0,0,1,42.35989235705657,-71.06707166292912,Apartment,Entire home/apt,Beacon Hill,2,11
1929,1.0,0.0,1.0,Real Bed,150.0,225.0,0,36,0,42.35989025509785,-71.06436429838327,Apartment,Entire home/apt,Beacon Hill,7,1125
1930,1.0,1.0,1.0,Real Bed,140.0,30.0,0,0,1,42.36060323944263,-71.06692981913989,Apartment,Private room,Beacon Hill,1,1125
1931,1.0,1.0,1.0,Real Bed,150.0,60.0,8,63,20,42.36018663418385,-71.06749050429129,Apartment,Private room,Beacon Hill,3,1125
1932,3.0,5.0,5.0,Real Bed,849.0,150.0,0,5,9,42.35713132783332,-71.07131447263393,Apartment,Entire home/apt,Beacon Hill,5,28
1933,1.0,1.0,2.0,Real Bed,200.0,68.0,0,9,16,42.36051977778303,-71.06401438870778,Apartment,Entire home/apt,Beacon Hill,2,1125
1934,1.0,1.0,3.0,Real Bed,350.0,68.0,0,0,0,42.3524270264849,-71.0645334850395,Apartment,Entire home/apt,Beacon Hill,1,1125
1935,1.0,1.0,1.0,Real Bed,195.0,20.0,14,14,29,42.35883567151674,-71.06800152477904,Apartment,Entire home/apt,Beacon Hill,1,1125
1936,1.0,0.0,1.0,Real Bed,145.0,225.0,2,62,2,42.35934474352358,-71.06291668127326,Apartment,Entire home/apt,Beacon Hill,7,1125
1937,1.0,1.0,2.0,Real Bed,125.0,50.0,0,0,4,42.35761811579186,-71.06772095809282,Apartment,Entire home/apt,Beacon Hill,1,1125
1938,1.0,1.0,1.0,Real Bed,189.0,40.0,8,56,1,42.35993243661146,-71.06961502905548,Apartment,Private room,Beacon Hill,3,1125
1939,1.0,1.0,1.0,Real Bed,199.0,50.0,0,14,13,42.35984258695376,-71.06903669731649,Apartment,Entire home/apt,Beacon Hill,2,1125
1940,1.0,0.0,1.0,Real Bed,195.0,60.0,0,0,27,42.3603345259002,-71.06692518128426,Apartment,Entire home/apt,Beacon Hill,9,1125
1941,1.0,0.0,1.0,Real Bed,155.0,225.0,0,37,1,42.36087382838455,-71.06299377704731,Apartment,Entire home/apt,Beacon Hill,7,1125
1942,1.0,1.0,1.0,Real Bed,130.0,50.0,12,72,29,42.35822852008539,-71.06985730160402,Apartment,Private room,Beacon Hill,2,1125
1943,1.0,1.0,2.0,Real Bed,289.0,75.0,30,56,9,42.36062562771717,-71.06945746836061,Apartment,Entire home/apt,Beacon Hill,6,1125
1944,1.0,1.0,3.0,Real Bed,175.0,68.0,15,71,39,42.35779194890587,-71.07137385545599,Condominium,Private room,Beacon Hill,1,1125
1945,1.0,0.0,2.0,Real Bed,99.0,68.0,0,23,121,42.36108738048634,-71.0653197581097,Apartment,Entire home/apt,Beacon Hill,1,30
1946,1.0,1.0,1.0,Real Bed,175.0,250.0,0,7,8,42.358931308258974,-71.06331100414958,Apartment,Entire home/apt,Beacon Hill,5,365
1947,1.0,0.0,1.0,Real Bed,107.0,50.0,0,0,6,42.35936904589469,-71.07116179759925,Apartment,Entire home/apt,Beacon Hill,5,1125
1948,1.0,1.0,2.0,Real Bed,225.0,50.0,0,15,83,42.35858437330264,-71.06549388079779,Apartment,Entire home/apt,Beacon Hill,2,27
1949,1.0,3.0,3.0,Real Bed,325.0,90.0,29,89,7,42.35725586645764,-71.07110976755577,Apartment,Entire home/apt,Beacon Hill,1,1125
1950,1.0,1.0,2.0,Real Bed,1345.0,65.0,0,4,0,42.358363374166665,-71.06840785456532,Apartment,Entire home/apt,Beacon Hill,2,1125
1951,1.0,2.0,3.0,Real Bed,250.0,65.0,13,41,10,42.3605386597071,-71.07062362225503,Apartment,Entire home/apt,Beacon Hill,1,1125
1952,1.0,0.0,1.0,Real Bed,175.0,65.0,0,0,9,42.35648905157266,-71.07076787634173,Apartment,Entire home/apt,Beacon Hill,2,7
1953,1.0,1.0,3.0,Real Bed,225.0,100.0,3,10,8,42.36042712266661,-71.06515110102988,Apartment,Entire home/apt,Beacon Hill,1,1125
1954,1.0,1.0,1.0,Real Bed,196.0,55.0,4,4,3,42.36031592243771,-71.06937548889282,Apartment,Entire home/apt,Beacon Hill,2,1125
1955,1.0,1.0,1.0,Real Bed,249.0,55.0,0,0,1,42.35281062047559,-71.06528175333415,Apartment,Entire home/apt,Beacon Hill,1,1125
1956,1.0,2.0,2.0,Real Bed,220.0,70.0,3,41,154,42.35986625886903,-71.06720102695712,Apartment,Entire home/apt,Beacon Hill,1,1125
1957,1.0,0.0,1.0,Real Bed,178.0,55.0,3,3,24,42.35851401998179,-71.0664741333111,Apartment,Entire home/apt,Beacon Hill,1,1125
1958,1.0,0.0,2.0,Real Bed,99.0,68.0,1,23,242,42.3608734517646,-71.06667207320037,Apartment,Entire home/apt,Beacon Hill,1,30
1959,1.0,1.0,1.0,Real Bed,175.0,50.0,2,8,127,42.35846013534796,-71.06326992202112,Apartment,Entire home/apt,Beacon Hill,4,365
1960,2.0,2.0,2.0,Real Bed,300.0,100.0,0,0,3,42.358345898889176,-71.0669280394886,Condominium,Entire home/apt,Beacon Hill,2,1125
1961,1.0,1.0,1.0,Real Bed,179.0,68.0,19,79,6,42.35655822884671,-71.07279512180934,Apartment,Entire home/apt,Beacon Hill,2,1125
1962,1.0,0.0,1.0,Real Bed,200.0,100.0,5,20,0,42.36006717639114,-71.06746134835807,Apartment,Entire home/apt,Beacon Hill,3,1125
1963,1.0,1.0,1.0,Real Bed,160.0,110.0,3,10,6,42.35788881466845,-71.06311027445885,Apartment,Entire home/apt,Beacon Hill,3,1125
1964,1.0,1.0,1.0,Real Bed,195.0,68.0,0,0,9,42.360660170196496,-71.06672559880404,Apartment,Private room,Beacon Hill,1,8
1965,1.0,1.0,2.0,Real Bed,200.0,10.0,0,15,4,42.35911503905965,-71.06592181867758,Apartment,Entire home/apt,Beacon Hill,1,1125
1966,2.5,4.0,5.0,Real Bed,700.0,150.0,8,53,11,42.35703422293903,-71.07056202564954,Townhouse,Entire home/apt,Beacon Hill,5,30
1967,1.0,1.0,1.0,Real Bed,200.0,68.0,0,0,0,42.360328949260136,-71.06906867009059,Apartment,Private room,Beacon Hill,25,1125
1968,1.0,1.0,1.0,Real Bed,230.0,68.0,0,17,17,42.36075066875911,-71.06293513256568,Apartment,Entire home/apt,Beacon Hill,1,1125
1969,1.0,1.0,1.0,Real Bed,499.0,30.0,30,90,7,42.36026126817512,-71.0668503743707,Apartment,Private room,Beacon Hill,3,365
1970,0.0,1.0,1.0,Real Bed,110.0,40.0,0,0,17,42.359165655241554,-71.06785397146307,Apartment,Private room,Beacon Hill,3,365
1971,1.0,2.0,2.0,Real Bed,350.0,68.0,0,0,17,42.36069179703891,-71.06979684503264,Apartment,Entire home/apt,Beacon Hill,2,1125
1972,1.0,1.0,1.0,Real Bed,185.0,68.0,7,51,7,42.35682271391546,-71.07024444961496,Apartment,Entire home/apt,Beacon Hill,2,120
1973,1.0,0.0,1.0,Real Bed,150.0,225.0,0,37,2,42.36099231631034,-71.06444345632248,Apartment,Entire home/apt,Beacon Hill,7,1125
1974,1.0,1.0,1.0,Real Bed,175.0,68.0,0,0,5,42.35691956261994,-71.0705650432753,Apartment,Entire home/apt,Beacon Hill,1,2
1975,1.0,1.0,1.0,Real Bed,179.0,30.0,0,20,51,42.35915042089938,-71.06792989063233,Apartment,Entire home/apt,Beacon Hill,1,6
1976,1.0,1.0,2.0,Real Bed,269.0,45.0,6,49,0,42.35841497736698,-71.0630821323763,Apartment,Entire home/apt,Beacon Hill,1,180
1977,1.0,1.0,1.0,Real Bed,285.0,68.0,4,43,22,42.356484327897945,-71.06945208453679,Apartment,Entire home/apt,Beacon Hill,2,120
1978,2.0,4.0,4.0,Real Bed,690.0,250.0,7,43,44,42.35818647860455,-71.07177429354016,House,Entire home/apt,Beacon Hill,3,1125
1979,1.0,1.0,1.0,Real Bed,135.0,68.0,7,36,0,42.35988916516593,-71.06763874043462,Apartment,Private room,Beacon Hill,1,1125
1980,1.0,1.0,1.0,Real Bed,150.0,225.0,2,2,3,42.360809329357885,-71.06419290889143,Apartment,Private room,Beacon Hill,7,1125
1981,1.0,1.0,1.0,Real Bed,175.0,30.0,10,67,59,42.36007901060088,-71.06696565712132,Apartment,Private room,Beacon Hill,2,35
1982,2.0,4.0,5.0,Real Bed,600.0,200.0,15,64,56,42.36043324477766,-71.07134300780932,Apartment,Entire home/apt,Beacon Hill,3,60
1983,1.0,1.0,1.0,Real Bed,114.0,80.0,0,0,0,42.35987843601993,-71.07121096577602,Apartment,Entire home/apt,Beacon Hill,30,40
1984,2.0,2.0,2.0,Real Bed,500.0,50.0,1,35,24,42.360473327314025,-71.06292946071105,Apartment,Entire home/apt,Beacon Hill,2,1125
1985,1.0,2.0,2.0,Real Bed,160.0,68.0,6,45,41,42.35807845302379,-71.06472918577053,Condominium,Entire home/apt,Beacon Hill,2,1125
1986,1.0,1.0,1.0,Real Bed,250.0,150.0,6,59,18,42.36054101963022,-71.06885721556502,Apartment,Entire home/apt,Beacon Hill,1,1125
1987,2.0,1.0,1.0,Real Bed,90.0,30.0,0,4,23,42.36056405062218,-71.06531414641472,Apartment,Private room,Beacon Hill,3,1125
1988,1.0,0.0,1.0,Real Bed,129.0,28.0,0,7,37,42.36013878822191,-71.06407199714536,Apartment,Entire home/apt,Beacon Hill,2,1125
1989,1.0,0.0,1.0,Real Bed,140.0,50.0,1,1,5,42.359464663231066,-71.07106480346663,Apartment,Entire home/apt,Beacon Hill,2,1125
1990,1.0,1.0,1.0,Real Bed,210.0,90.0,0,18,8,42.35656318640398,-71.06996596728106,Apartment,Entire home/apt,Beacon Hill,3,1125
1991,1.0,1.0,1.0,Real Bed,125.0,35.0,0,0,6,42.360026011131495,-71.06484686948848,Apartment,Entire home/apt,Beacon Hill,3,1125
1992,1.0,1.0,2.0,Real Bed,188.0,50.0,10,48,18,42.36057008547229,-71.06815773706349,Apartment,Entire home/apt,Beacon Hill,5,1125
1993,1.0,1.0,1.0,Real Bed,150.0,40.0,0,0,7,42.35867252886708,-71.07007545548723,Apartment,Entire home/apt,Beacon Hill,3,1125
1994,1.5,2.0,2.0,Real Bed,375.0,125.0,14,65,62,42.36110702678796,-71.0702926780151,Apartment,Entire home/apt,Beacon Hill,3,45
1995,1.0,1.0,1.0,Real Bed,245.0,80.0,0,19,60,42.35669270143099,-71.07297137662971,Apartment,Entire home/apt,Beacon Hill,3,365
1996,1.0,0.0,2.0,Real Bed,150.0,68.0,2,28,26,42.35876536707974,-71.06430904539252,Apartment,Entire home/apt,Beacon Hill,2,1125
1997,1.0,1.0,1.0,Real Bed,250.0,80.0,0,0,0,42.35990755591563,-71.06879350129807,Apartment,Entire home/apt,Beacon Hill,1,1125
1998,1.0,1.0,1.0,Real Bed,130.0,50.0,13,59,33,42.356680738880335,-71.07155808204068,Apartment,Private room,Beacon Hill,2,1125
1999,1.0,2.0,3.0,Real Bed,250.0,65.0,17,75,3,42.35975960262915,-71.06759512596133,Apartment,Entire home/apt,Beacon Hill,1,1125
2000,1.0,1.0,1.0,Real Bed,120.0,25.0,0,1,28,42.360776062831896,-71.06445563747977,Apartment,Entire home/apt,Beacon Hill,1,1125
2001,1.0,1.0,1.0,Real Bed,220.0,68.0,9,49,4,42.35767006555429,-71.06902611451346,Apartment,Entire home/apt,Beacon Hill,2,1125
2002,2.0,2.0,2.0,Real Bed,300.0,82.0,0,8,10,42.3589724187129,-71.06944362375978,Apartment,Entire home/apt,Beacon Hill,2,1125
2003,1.0,1.0,1.0,Real Bed,199.0,68.0,23,80,3,42.35909772938312,-71.07124754184737,Apartment,Entire home/apt,Beacon Hill,2,1125
2004,1.0,0.0,1.0,Real Bed,155.0,225.0,4,34,5,42.35960059714639,-71.06390773536619,Apartment,Entire home/apt,Beacon Hill,7,1125
2005,1.5,2.0,2.0,Real Bed,230.0,100.0,0,0,1,42.36056064859132,-71.0714057212558,Apartment,Entire home/apt,Beacon Hill,7,1125
2006,1.0,1.0,2.0,Real Bed,159.0,19.0,2,2,14,42.36077623354696,-71.06492873560457,Apartment,Entire home/apt,Beacon Hill,1,1125
2007,2.0,1.0,1.0,Real Bed,202.0,30.0,30,90,14,42.360351430952186,-71.067273442638,Townhouse,Private room,Beacon Hill,1,1125
2008,1.0,0.0,1.0,Real Bed,229.0,100.0,10,65,5,42.35776698226426,-71.07210011995728,Apartment,Entire home/apt,Beacon Hill,2,1125
2009,1.0,1.0,2.0,Real Bed,129.0,25.0,12,61,1,42.35998942487115,-71.06969178197353,Apartment,Shared room,Beacon Hill,3,1125
2010,1.0,1.0,1.0,Real Bed,79.0,68.0,0,20,0,42.3573889793,-71.07036385453631,Bed & Breakfast,Private room,Beacon Hill,2,21
2011,1.0,1.0,1.0,Real Bed,210.0,100.0,2,42,7,42.3594732887304,-71.07211869527731,Apartment,Entire home/apt,Beacon Hill,2,1125
2012,1.0,0.0,1.0,Real Bed,129.0,68.0,19,79,1,42.35709462165028,-71.06919153389475,Apartment,Entire home/apt,Beacon Hill,2,1125
2013,1.0,1.0,1.0,Real Bed,200.0,50.0,5,46,10,42.35980510467375,-71.06881615036389,Apartment,Entire home/apt,Beacon Hill,2,28
2014,1.0,1.0,1.0,Real Bed,229.0,100.0,3,49,9,42.35755877830535,-71.07171963738033,Apartment,Entire home/apt,Beacon Hill,2,1125
2015,1.0,0.0,1.0,Real Bed,160.0,110.0,2,26,85,42.35901849368097,-71.06304087785213,Apartment,Entire home/apt,Beacon Hill,2,1125
2016,1.0,2.0,3.0,Real Bed,135.0,68.0,4,4,19,42.361064802195806,-71.06636743014488,Apartment,Entire home/apt,Beacon Hill,4,1125
2017,1.0,0.0,2.0,Real Bed,99.0,68.0,0,22,174,42.361079422623845,-71.06562533879614,Apartment,Entire home/apt,Beacon Hill,1,30
2018,1.0,1.0,1.0,Real Bed,115.0,68.0,1,2,91,42.35933060974251,-71.06592570273932,Apartment,Private room,Beacon Hill,2,1125
2019,1.0,1.0,1.0,Real Bed,175.0,30.0,7,25,1,42.36009792921939,-71.06780061400848,Apartment,Entire home/apt,Beacon Hill,2,1125
2020,1.0,0.0,1.0,Real Bed,229.0,68.0,13,73,16,42.35812767164493,-71.07123523378782,Apartment,Entire home/apt,Beacon Hill,4,1125
2021,1.0,1.0,1.0,Real Bed,199.0,68.0,3,28,156,42.35914495775162,-71.0678512353522,Apartment,Entire home/apt,Beacon Hill,3,30
2022,1.0,1.0,1.0,Real Bed,200.0,68.0,0,4,22,42.35936164660582,-71.06841910385873,Apartment,Entire home/apt,Beacon Hill,2,1125
